"Mes de Servicio";"Departamento de Radicacion";"Numero de Radicado";"Fecha de Radicado";"Numer de oContrato";"Valor del Documento";"Impuestos";"Total Pagos";"Total Anticipos";"Total Copagos";"DescuentoPGP";"Descuento BDUA";"Otros Descuentos";"Ajustes de Cartera";"Total Glosa Inicial";"Total Glosa Favor";"Total Glosa Contra";"Glosa por Conciliar";"Total de Devoluciones";"Valor Segun EPS";"Valor Segun IPS";"Diferencia"
"201608";"VALLE";"202841";"2016-10-10";"G-706-16";"51212348";"1024248";"49753460";"0";"0";"0";"0";"0";"0";"686690";"434640";"252050";"0";"0";"0";"0";"0"
"201609";"VALLE";"202841";"2016-10-10";"G-706-16";"31182774";"623655";"30559119";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201604";"VALLE";"202864";"2016-10-10";"G-706-16";"977940";"19558";"958382";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"202864";"2016-10-10";"G-706-16";"3476415";"69528";"3387631";"0";"0";"0";"0";"0";"0";"19256";"19256";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"202864";"2016-10-10";"G-706-16";"24109647";"482192";"23126282";"0";"344728";"0";"0";"0";"0";"189829";"123061";"66768";"0";"0";"33384";"68104";"-34720"
"201609";"VALLE";"202864";"2016-10-10";"G-706-16";"51048766";"1020976";"48562644";"0";"337800";"0";"0";"0";"0";"5175531";"1127346";"4048185";"0";"0";"0";"102156";"-102156"
"201607";"VALLE";"202947";"2016-10-10";"G-706-16";"369308";"7386";"361922";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"202947";"2016-10-10";"G-706-16";"580343";"11607";"568736";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"202947";"2016-10-10";"G-706-16";"14328512";"286570";"14041942";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"203188";"2016-10-11";"G-706-16";"18025609";"360513";"17665096";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201604";"VALLE";"203254";"2016-10-11";"G-706-16";"2240723";"44814";"2195909";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201605";"VALLE";"203254";"2016-10-11";"G-706-16";"328968";"6579";"322389";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201606";"VALLE";"203254";"2016-10-11";"G-706-16";"137070";"2741";"134329";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"203254";"2016-10-11";"G-706-16";"1491128";"29823";"1461305";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"203254";"2016-10-11";"G-706-16";"29303175";"586062";"28717113";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"203254";"2016-10-11";"G-706-16";"29903379";"598069";"29266446";"0";"38864";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"203370";"2016-10-11";"G-706-16";"11669840";"233397";"11436443";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"203370";"2016-10-11";"G-706-16";"35154370";"703088";"34451282";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"203461";"2016-10-11";"G-706-16";"2478019";"49561";"2428458";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"203514";"2016-10-11";"G-706-16";"2129822";"42596";"2087226";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"203514";"2016-10-11";"G-706-16";"69370121";"1387401";"67916881";"0";"65839";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"203514";"2016-10-11";"G-706-16";"1173063";"23461";"1149602";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201605";"VALLE";"203542";"2016-10-11";"G-706-16";"274588";"5492";"269096";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201606";"VALLE";"203542";"2016-10-11";"G-706-16";"67483";"1350";"66133";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"203542";"2016-10-11";"G-706-16";"1130407";"22608";"1107799";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"203542";"2016-10-11";"G-706-16";"10586067";"211723";"10374344";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"203542";"2016-10-11";"G-706-16";"3876214";"77524";"3737140";"0";"61550";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"203568";"2016-10-11";"G-706-16";"7818346";"156367";"7661979";"0";"0";"0";"0";"0";"0";"17031";"0";"17031";"0";"0";"0";"0";"0"
"201605";"VALLE";"203661";"2016-10-12";"G-706-16";"5333816";"106676";"5227140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201606";"VALLE";"203661";"2016-10-12";"G-706-16";"6652039";"133041";"6518998";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"203661";"2016-10-12";"G-706-16";"68782093";"1375642";"67406451";"0";"0";"0";"0";"0";"0";"2733765";"0";"2733765";"0";"0";"0";"0";"0"
"201604";"VALLE";"203686";"2016-10-12";"G-706-16";"6652039";"133041";"6518998";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201605";"VALLE";"203686";"2016-10-12";"G-706-16";"10667632";"213352";"10454280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201606";"VALLE";"203686";"2016-10-12";"G-706-16";"18637894";"372758";"18265136";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"203686";"2016-10-12";"G-706-16";"19956117";"399123";"19556994";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"203686";"2016-10-12";"G-706-16";"25847264";"516946";"25330318";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"203686";"2016-10-12";"G-706-16";"59776880";"1195537";"58581343";"0";"0";"0";"0";"0";"0";"436025";"0";"436025";"0";"0";"0";"0";"0"
"201607";"VALLE";"203711";"2016-10-12";"G-706-16";"14323114";"286462";"14036652";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"203711";"2016-10-12";"G-706-16";"34920";"698";"34222";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201606";"VALLE";"204237";"2016-10-13";"G-706-16";"15645182";"312904";"15332278";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"204237";"2016-10-13";"G-706-16";"83789730";"1675795";"82113935";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201602";"VALLE";"204668";"2016-10-18";"G-706-16";"3164868";"63297";"3101571";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201606";"VALLE";"204668";"2016-10-18";"G-706-16";"301554";"6031";"295523";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"204668";"2016-10-18";"G-706-16";"164484";"3289";"161195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"204668";"2016-10-18";"G-706-16";"3786856";"75737";"3711119";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"204668";"2016-10-18";"G-706-16";"46467906";"929360";"45486661";"0";"51885";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"207012";"2016-11-09";"G-706-16";"442140";"8842";"433298";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"207012";"2016-11-09";"G-706-16";"3837606";"76752";"3760854";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207012";"2016-11-09";"G-706-16";"3913464";"78267";"3835197";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"207023";"2016-11-09";"G-706-16";"10985056";"219701";"10765355";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"207023";"2016-11-09";"G-706-16";"3706274";"74124";"3632150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207023";"2016-11-09";"G-706-16";"6664741";"133296";"6477798";"0";"53647";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"207149";"2016-11-09";"G-706-16";"1575000";"31500";"1543500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"207149";"2016-11-09";"G-706-16";"1321884";"26438";"1295446";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"207149";"2016-11-09";"G-706-16";"4651158";"93023";"4558135";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207149";"2016-11-09";"G-706-16";"29679509";"593592";"29085917";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"207180";"2016-11-09";"G-706-16";"8507201";"170144";"8337057";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207180";"2016-11-09";"G-706-16";"16272743";"325455";"15947288";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"207206";"2016-11-09";"G-706-16";"394788";"7896";"352723";"0";"34169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"207206";"2016-11-09";"G-706-16";"697737";"13955";"683782";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207206";"2016-11-09";"G-706-16";"10173076";"203462";"9624886";"0";"344728";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201606";"VALLE";"207243";"2016-11-09";"G-706-16";"274140";"5482";"268658";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"207243";"2016-11-09";"G-706-16";"1624458";"32486";"1591972";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"207243";"2016-11-09";"G-706-16";"2220534";"44406";"2176128";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207243";"2016-11-09";"G-706-16";"8651922";"173035";"8478887";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"207261";"2016-11-09";"G-706-16";"1050637";"21013";"1029624";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"207261";"2016-11-09";"G-706-16";"134225";"2684";"131541";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207261";"2016-11-09";"G-706-16";"8598714";"171973";"8426741";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"207283";"2016-11-09";"G-706-16";"1268023";"25360";"1122663";"0";"120000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207283";"2016-11-09";"G-706-16";"28732866";"574655";"28158211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201602";"VALLE";"207381";"2016-11-09";"G-706-16";"6335275";"126706";"6208569";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207393";"2016-11-09";"G-706-16";"17758";"355";"16037";"0";"0";"0";"0";"0";"0";"1366";"1366";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207414";"2016-11-09";"G-706-16";"4386167";"87723";"4298444";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"207497";"2016-11-09";"G-706-16";"13632064";"272641";"13359423";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201601";"VALLE";"207618";"2016-11-09";"G-706-16";"5079825";"101597";"4978228";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201605";"VALLE";"207618";"2016-11-09";"G-706-16";"7034260";"140685";"6893575";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201606";"VALLE";"207618";"2016-11-09";"G-706-16";"5333816";"106676";"5227140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"207618";"2016-11-09";"G-706-16";"31941972";"638840";"31303132";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"207618";"2016-11-09";"G-706-16";"6652039";"133041";"6518998";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"207618";"2016-11-09";"G-706-16";"5901237";"118024";"5783213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207618";"2016-11-09";"G-706-16";"44303138";"886061";"43417077";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201604";"VALLE";"207937";"2016-11-10";"G-706-16";"5333816";"106676";"5227140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"207937";"2016-11-10";"G-706-16";"36180168";"723604";"35445152";"0";"0";"0";"0";"0";"0";"11412";"11412";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"207937";"2016-11-10";"G-706-16";"212662735";"4253258";"208360032";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49445";"0";"0";"0"
"201609";"VALLE";"208043";"2016-11-10";"G-706-16";"6671366";"133428";"6537938";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"208043";"2016-11-10";"G-706-16";"287762822";"5755257";"280824358";"0";"4967";"0";"0";"0";"0";"7102149";"1178240";"5923909";"0";"0";"0";"391595";"-391595"
"201609";"VALLE";"208109";"2016-11-10";"G-706-16";"4059652";"81192";"3978460";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"208109";"2016-11-10";"G-706-16";"43389141";"867786";"42521355";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"208835";"2016-11-11";"G-706-16";"9446022";"188920";"9257102";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"208835";"2016-11-11";"G-706-16";"23444508";"468892";"22975616";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"208858";"2016-11-11";"G-706-16";"25753801";"515076";"24998725";"0";"240000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"208858";"2016-11-11";"G-706-16";"55759154";"1115183";"54643971";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"208947";"2016-11-11";"G-706-16";"8759751";"175194";"8584557";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"208947";"2016-11-11";"G-706-16";"6858165";"137162";"6721003";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"209255";"2016-11-11";"G-706-16";"195306603";"3906132";"190362628";"0";"344728";"0";"0";"0";"0";"4592578";"693115";"3899463";"0";"0";"0";"0";"0"
"201605";"VALLE";"209809";"2016-11-16";"G-706-16";"22489093";"449782";"19977278";"0";"1666435";"0";"0";"0";"0";"527464";"395598";"131866";"0";"0";"0";"0";"0"
"201607";"VALLE";"209809";"2016-11-16";"G-706-16";"20182166";"403643";"19495769";"0";"0";"0";"0";"0";"0";"4805879";"282754";"4523125";"0";"0";"0";"34052";"-34052"
"201608";"VALLE";"209809";"2016-11-16";"G-706-16";"273899363";"5477986";"263258563";"0";"200000";"0";"0";"0";"0";"15093931";"4962814";"10131117";"0";"0";"0";"564652";"-564652"
"201607";"VALLE";"211137";"2016-11-25";"G-706-16";"274140";"5482";"268658";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"211137";"2016-11-25";"G-706-16";"411210";"8223";"402987";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"211137";"2016-11-25";"G-706-16";"999571";"19989";"964802";"0";"7390";"0";"0";"0";"0";"7390";"7390";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"211137";"2016-11-25";"G-706-16";"9297344";"185946";"8927648";"0";"183750";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212506";"2016-12-07";"G-706-16";"2251588";"45032";"2206556";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212524";"2016-12-07";"G-706-16";"1288733";"25775";"1262958";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212537";"2016-12-07";"G-706-16";"36257914";"725158";"34390524";"0";"344728";"0";"0";"0";"0";"2174800";"797504";"1377296";"0";"0";"0";"1377296";"-1377296"
"201612";"VALLE";"212537";"2016-12-07";"G-706-16";"695511";"13910";"681601";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212554";"2016-12-07";"G-706-16";"103619";"2072";"101547";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212554";"2016-12-07";"G-706-16";"1201222";"24025";"1177197";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212574";"2016-12-07";"G-706-16";"570871";"11417";"559454";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212585";"2016-12-07";"G-706-16";"1018936";"20378";"998558";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212585";"2016-12-07";"G-706-16";"1022131";"20443";"1001688";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"212605";"2016-12-07";"G-706-16";"6652039";"133041";"6518998";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"212605";"2016-12-07";"G-706-16";"6652039";"133041";"6518998";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"212605";"2016-12-07";"G-706-16";"6631379";"132627";"5227140";"0";"0";"0";"0";"0";"0";"1297563";"0";"1297563";"0";"0";"1271612";"1297563";"-25951"
"201610";"VALLE";"212605";"2016-12-07";"G-706-16";"5333816";"106676";"5227140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201612";"VALLE";"212605";"2016-12-07";"G-706-16";"6245799";"124916";"6120883";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212608";"2016-12-07";"G-706-16";"73500";"1470";"72030";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"212620";"2016-12-07";"G-706-16";"6652039";"133041";"6518998";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212620";"2016-12-07";"G-706-16";"20922623";"418452";"20504171";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201612";"VALLE";"212620";"2016-12-07";"G-706-16";"2794648";"55893";"2738755";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212629";"2016-12-07";"G-706-16";"797797";"15956";"781841";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"212639";"2016-12-07";"G-706-16";"3754175";"75084";"3679091";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212639";"2016-12-07";"G-706-16";"2565381";"51308";"2514073";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212658";"2016-12-07";"G-706-16";"117830964";"2356619";"113915130";"0";"0";"0";"0";"0";"0";"7561133";"1559215";"6001918";"0";"0";"0";"6017360";"-6017360"
"201609";"VALLE";"212680";"2016-12-07";"G-706-16";"9818249";"196365";"9609616";"0";"0";"0";"0";"0";"0";"12268";"12268";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212680";"2016-12-07";"G-706-16";"1010630";"20213";"990417";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212680";"2016-12-07";"G-706-16";"2900968";"58019";"2824464";"0";"0";"0";"0";"0";"0";"18485";"18485";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212698";"2016-12-07";"G-706-16";"718157";"14364";"703793";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212698";"2016-12-07";"G-706-16";"917855";"18357";"899498";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201606";"VALLE";"212718";"2016-12-07";"G-706-16";"612022";"12240";"599782";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"212718";"2016-12-07";"G-706-16";"1224044";"24481";"1199563";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212718";"2016-12-07";"G-706-16";"143153";"2863";"140290";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212718";"2016-12-07";"G-706-16";"11427490";"228546";"11198944";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212727";"2016-12-07";"G-706-16";"65220619";"1304412";"61961740";"0";"0";"0";"0";"0";"0";"3496404";"1954467";"1541937";"0";"0";"0";"1574491";"-1574491"
"201610";"VALLE";"212741";"2016-12-07";"G-706-16";"745297";"14906";"730391";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212741";"2016-12-07";"G-706-16";"2741624";"54831";"2686793";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201606";"VALLE";"212754";"2016-12-07";"G-706-16";"143153";"2863";"140290";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201607";"VALLE";"212754";"2016-12-07";"G-706-16";"1144704";"22894";"1121810";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201608";"VALLE";"212754";"2016-12-07";"G-706-16";"586200";"11724";"574476";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"212754";"2016-12-07";"G-706-16";"421412";"8428";"412984";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212754";"2016-12-07";"G-706-16";"794844";"15896";"778948";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212754";"2016-12-07";"G-706-16";"4912314";"98247";"4814067";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212764";"2016-12-07";"G-706-16";"2005500";"40110";"1965390";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"212773";"2016-12-07";"G-706-16";"1425827";"28517";"1397310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212773";"2016-12-07";"G-706-16";"4948197";"98964";"4799157";"0";"0";"0";"0";"0";"0";"100152";"50076";"50076";"0";"0";"0";"51078";"-51078"
"201611";"VALLE";"212773";"2016-12-07";"G-706-16";"93973509";"1879471";"91321192";"0";"0";"0";"0";"0";"0";"6719558";"772846";"5946712";"0";"0";"0";"5948048";"-5948048"
"201610";"VALLE";"212780";"2016-12-07";"G-706-16";"848916";"16978";"831938";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212780";"2016-12-07";"G-706-16";"4077191";"81543";"3995648";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212793";"2016-12-07";"G-706-16";"48150";"963";"47187";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212793";"2016-12-07";"G-706-16";"9528804";"190577";"9075727";"0";"0";"0";"0";"0";"0";"525000";"262500";"262500";"0";"0";"0";"262500";"-262500"
"201608";"VALLE";"212833";"2016-12-07";"G-706-16";"1252683";"25054";"1227629";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212833";"2016-12-07";"G-706-16";"61310";"1226";"60084";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212833";"2016-12-07";"G-706-16";"16514534";"330289";"16184245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201609";"VALLE";"212837";"2016-12-07";"G-706-16";"2088221";"41763";"2046458";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212837";"2016-12-07";"G-706-16";"11061625";"221232";"10840393";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212837";"2016-12-07";"G-706-16";"1785000";"35700";"1749300";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201610";"VALLE";"212841";"2016-12-07";"G-706-16";"8017243";"160343";"7856900";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"201611";"VALLE";"212841";"2016-12-07";"G-706-16";"19082721";"381654";"17789667";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"911400";"0";"0";"0"
"201611";"VALLE";"212845";"2016-12-07";"G-706-16";"61167092";"1223343";"59106058";"0";"714728";"0";"0";"0";"0";"533856";"122963";"410893";"0";"0";"0";"412563";"-412563"
